"","region","strategy_code","variable","future_id","value"
"22","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:bevs_and_spices_shifted2024",0,2.02532496103473e-05
"23","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals",0,1442775627.62183
"24","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2015",0,0
"25","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2016",0,6.61178217966513e-06
"26","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2017",0,4.94338854554402e-06
"27","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2018",0,1.03949759135272e-05
"28","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2019",0,1.72709880183213e-05
"29","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2020",0,2.21940266590578e-05
"30","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2021",0,2.26277247161167e-05
"31","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2022",0,2.64342578459307e-05
"32","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2023",0,3.04693937787986e-05
"33","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:cereals_shifted2024",0,3.23241863781142e-05
"34","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers",0,471272595.565915
"35","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2015",0,0
"36","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2016",0,2.38372147003717e-06
"37","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2017",0,2.97036943306812e-06
"38","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2018",0,4.8580808484759e-06
"39","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2019",0,6.4860892503016e-06
"40","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2020",0,8.18338363355809e-06
"41","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2021",0,8.78106239668746e-06
"42","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2022",0,1.08538908129088e-05
"43","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2023",0,1.13808747981264e-05
"44","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fibers_shifted2024",0,1.20236791853428e-05
"45","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits",0,23618740419.5468
"46","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2015",0,0
"47","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2016",0,5.19662880085961e-05
"48","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2017",0,6.0708280383874e-05
"49","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2018",0,0.000113473421278269
"50","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2019",0,0.000169679882285262
"51","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2020",0,0.000208135369625614
"52","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2021",0,0.000213044659607882
"53","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2022",0,0.000251048156384746
"54","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2023",0,0.000275076935774455
"55","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:fruits_shifted2024",0,0.000294887314326656
"56","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs",0,492958321.292452
"57","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2015",0,0
"58","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2016",0,3.47988535771849e-06
"59","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2017",0,3.25222930627896e-06
"60","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2018",0,6.07893328276442e-06
"61","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2019",0,7.95374448212167e-06
"62","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2020",0,1.06191515115109e-05
"63","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2021",0,1.19093287979562e-05
"64","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2022",0,1.29852494681765e-05
"65","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2023",0,1.38694253331658e-05
"66","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:herbs_shifted2024",0,1.458233971945e-05
"67","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts",0,2172398501.65202
"68","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2015",0,0
"69","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2016",0,7.10476593867525e-06
"70","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2017",0,5.69140128598819e-06
"71","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2018",0,1.15246443485742e-05
"72","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2019",0,1.24277257533151e-05
"73","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2020",0,1.78092020140964e-05
"74","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2021",0,1.88150854273266e-05
"75","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2022",0,2.16420824469608e-05
"76","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2023",0,2.46507364319939e-05
"77","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:nuts_shifted2024",0,2.5991670333279e-05
"78","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual",0,1548630004.49557
"79","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2015",0,0
"80","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2016",0,4.17586242926219e-06
"81","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2017",0,4.55312102879055e-06
"82","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2018",0,7.90261326759374e-06
"83","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2019",0,1.13624921173167e-05
"84","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2020",0,1.22120242382375e-05
"85","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2021",0,1.33979948977007e-05
"86","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2022",0,1.62315618352206e-05
"87","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2023",0,1.77702012081187e-05
"88","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_annual_shifted2024",0,1.90380546337264e-05
"89","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial",0,1899579243.829
"90","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2015",0,0
"91","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2016",0,6.95977071543698e-06
"92","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2017",0,1.17080255026043e-05
"93","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2018",0,1.70210131917404e-05
"94","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2019",0,2.49974826580967e-05
"95","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2020",0,3.07955393833816e-05
"96","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2021",0,3.27506541943794e-05
"97","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2022",0,4.08107840428404e-05
"98","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2023",0,4.33419541661432e-05
"99","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:other_woody_perennial_shifted2024",0,4.53672791271779e-05
"100","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses",0,1332803215.85595
"101","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2015",0,0
"102","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2016",0,3.72347733275879e-06
"103","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2017",0,2.89990446476541e-06
"104","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2018",0,5.42038217713161e-06
"105","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2019",0,9.11839992414663e-06
"106","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2020",0,1.18359292888715e-05
"107","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2021",0,1.23890100967627e-05
"108","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2022",0,1.40596242753649e-05
"109","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2023",0,1.62315618352206e-05
"110","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:pulses_shifted2024",0,1.58920498609192e-05
"111","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice",0,923083755.092373
"112","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2015",0,0
"113","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2016",0,2.08793121463109e-06
"114","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2017",0,2.27656051439527e-06
"115","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2018",0,4.25525329793509e-06
"116","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2019",0,5.68124605865833e-06
"117","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2020",0,7.43340605805763e-06
"118","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2021",0,7.93955253197077e-06
"119","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2022",0,9.73893710113237e-06
"120","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2023",0,1.08354885415358e-05
"121","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:rice_shifted2024",0,1.13418197817945e-05
"122","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane",0,909253403.602408
"123","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2015",0,0
"124","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2016",0,5.56781657234959e-06
"125","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2017",0,5.20356689004634e-06
"126","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2018",0,8.75366392718076e-06
"127","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2019",0,1.363499054078e-05
"128","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2020",0,1.61411102974966e-05
"129","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2021",0,1.82609708235328e-05
"130","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2022",0,2.30024419150555e-05
"131","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2023",0,2.42714943330402e-05
"132","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:sugar_cane_shifted2024",0,2.52760555137134e-05
"133","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers",0,7214011395.05476
"134","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2015",0,0
"135","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2016",0,2.11113045034922e-05
"136","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2017",0,1.9730191124759e-05
"137","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2018",0,3.1610453070375e-05
"138","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2019",0,4.92374658417056e-05
"139","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2020",0,5.75204040206841e-05
"140","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2021",0,6.45088643222625e-05
"141","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2022",0,7.43560118356297e-05
"142","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2023",0,8.45168106239792e-05
"143","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:tubers_shifted2024",0,8.77640816448382e-05
"144","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables",0,8448286284.93824
"145","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2015",0,0
"146","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2016",0,2.42200020897207e-05
"147","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2017",0,1.8862929976418e-05
"148","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2018",0,3.17320317360303e-05
"149","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2019",0,4.94268407103275e-05
"150","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2020",0,6.15910787667632e-05
"151","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2021",0,7.19521948209851e-05
"152","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2022",0,8.6073653617627e-05
"153","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2023",0,9.55256669821795e-05
"154","brazil","PFLO:ALL_PLUR","cb:agrc:crop_value:crops_produced:vegetables_shifted2024",0,9.63244551468116e-05
"155","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X",0,-2515151267.09317
"156","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2015",0,0
"157","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2016",0,0
"158","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2017",0,0
"159","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2018",0,0
"160","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2019",0,0
"161","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2020",0,0
"162","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2021",0,0
"163","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2022",0,0
"164","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2023",0,0
"165","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:increase_productivity:X_shifted2024",0,0
"166","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X",0,-79701670045.4491
"167","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2015",0,0
"168","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2016",0,0
"169","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2017",0,0
"170","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2018",0,0
"171","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2019",0,0
"172","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2020",0,0
"173","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2021",0,0
"174","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2022",0,0
"175","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2023",0,0
"176","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:producer_food_waste:X_shifted2024",0,0
"177","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X",0,-228523013.04786
"178","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2015",0,0
"179","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2016",0,0
"180","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2017",0,0
"181","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2018",0,0
"182","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2019",0,0
"183","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2020",0,0
"184","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2021",0,0
"185","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2022",0,0
"186","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2023",0,0
"187","brazil","PFLO:ALL_PLUR","cb:agrc:technical_cost:rice_mgmt:X_shifted2024",0,0
"188","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X",0,771858186.206626
"189","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2015",0,0
"190","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2016",0,3.32909032555069e-07
"191","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2017",0,2.22235669262396e-07
"192","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2018",0,5.40011906618906e-07
"193","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2019",0,8.15258809417471e-07
"194","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2020",0,1.01589882793454e-06
"195","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2021",0,1.11898068497463e-06
"196","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2022",0,1.23591749402466e-06
"197","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2023",0,1.30314808859537e-06
"198","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:cons_ag:X_shifted2024",0,1.32861317443878e-06
"199","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X",0,99627087556.8113
"200","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2015",0,0
"201","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2016",0,0
"202","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2017",0,0
"203","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2018",0,0
"204","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2019",0,0
"205","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2020",0,0
"206","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2021",0,0
"207","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2022",0,0
"208","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2023",0,0
"209","brazil","PFLO:ALL_PLUR","cb:agrc:technical_savings:producer_food_waste:X_shifted2024",0,0
"210","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X",0,1138751136155.02
"211","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2015",0,-6.3254874122184e-05
"212","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2016",0,-979547.436986535
"213","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2017",0,-9.85212935580743e-05
"214","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2018",0,-9.07087733882147e-06
"215","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2019",0,-1.13562505139807e-05
"216","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2020",0,-3.54992540025866e-05
"217","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2021",0,-5.47689723789742e-06
"218","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2022",0,2.89778554492311e-05
"219","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2023",0,-1.34694081601529e-05
"220","brazil","PFLO:ALL_PLUR","cb:enfu:fuel_cost:X:X_shifted2024",0,-1.33917360908261e-06
"221","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels",0,405839751.10991
"222","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2015",0,-1.08592786210674e-06
"223","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2016",0,-8.88025120881682e-08
"224","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2017",0,-3.24191413873278e-10
"225","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2018",0,9.9724568433115e-08
"226","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2019",0,3.6244651040073e-08
"227","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2020",0,2.90344334099383e-08
"228","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2021",0,0
"229","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2022",0,5.28329137368953e-09
"230","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2023",0,4.74014926985229e-08
"231","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:biofuels_shifted2024",0,0
"232","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel",0,1128556263.47102
"233","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2015",0,-1.91362087282267e-06
"234","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2016",0,-3.18487662868963e-07
