strategy,strategy_id,primary_id,region,strategy_code,emission_co2e_total_diff,air_pollution,congestion,consumer_savings,ecosystem_services,env_pollution,fuel_cost,human_health,ippu_value,land_pollution,lvst_value,road_safety,sector_specific,system_cost,technical_cost,technical_savings,water_pollution,sector,consumer_savings_mi_CO2e,technical_cost_mi_CO2e,technical_savings_mi_CO2e,sector_specific_mi_CO2e,air_pollution_mi_CO2e,ippu_value_mi_CO2e,ecosystem_services_mi_CO2e,fuel_cost_mi_CO2e,lvst_value_mi_CO2e,human_health_mi_CO2e,land_pollution_mi_CO2e,congestion_mi_CO2e,road_safety_mi_CO2e,system_cost_mi_CO2e,water_pollution_mi_CO2e,env_pollution_mi_CO2e,net_benefit,net_benefit_mi_CO2e,additional_benefits,total_transformation_costs,total_transformation_costs_mi_CO2e,transformation_name
Remove TX:INEN:INC_EFFICIENCY_ENERGY_HIGHER from Unconstrained Cliamte Action,7111,148148,iran,INEN:INC_EFFICIENCY_ENERGY,-14013.277253328484,60.12892080266738,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-135.97441712121946,494.88071469013397,-1161.0791122650164,181.58168064690565,23.784685575431663,INEN,29.022070454587116,-82.85564406350647,12.95783116000047,-9.703256038049366,4.290853575196719,3.3123480024850007,0.7790270261631693,5.656709583653823,1.3776257814648314,10.072863718893165,0.00933265104170039,3.5249190341536827,5.348889141780468,35.315130482599145,1.697296438617329,9.330588094972423,422.31232169083,30.13658504405319,1583.3914339558467,-900.2283918808095,-64.24110331985219,Maximize industrial energy efficiency
Remove TX:INEN:INC_EFFICIENCY_PRODUCTION from Unconstrained Cliamte Action,7112,149149,iran,INEN:INC_EFFICIENCY_PRODUCTION,-13902.448444881618,60.854794583307736,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-153.49690462581924,494.88071469013397,-1297.3136396636744,178.65847956806985,23.784685575431663,INEN,29.253431246888926,-93.31547927022154,12.850864383808988,-11.040997938915664,4.377271731995689,3.338753680861166,0.7852373449713903,5.701804257830957,1.3886080645102068,10.1531634940039,0.009407049921775566,3.553019305697632,5.391529904840889,35.596658865678535,1.7108271014080494,9.404970529460432,266.35797948937693,19.159069752741313,1563.6716191530516,-1039.386120358303,-74.76281062858159,Maximize industrial production efficiency
Remove TX:INEN:SHIFT_FUEL_HEAT_LOWER from Unconstrained Cliamte Action,7113,150150,iran,INEN:SHIFT_FUEL_HEAT,-15117.687346789491,58.00790300409791,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,195.70209887321786,494.88071469013397,-975.7261086123387,176.20960559801756,23.784685575431663,INEN,26.901887201161827,-64.54202195281883,11.65585724561494,12.945240524158523,3.8370884165967962,3.070367170160358,0.7221158537703741,5.243463363074218,1.2769844741563443,9.33699902570216,0.008650861970874541,3.2674090016566226,4.958130487928504,32.735212955388356,1.5733018569459147,8.648949731006452,931.8487484904879,61.63963621647345,1907.5748571028269,-720.2474632770198,-47.64270134412967,Fuel switch high- and low-temp thermal processes. 
Remove TX:IPPU:DEC_CLINKER from Unconstrained Cliamte Action,7114,151151,iran,IPPU:DEC_CLINKER,-14523.455579539634,62.59623040595205,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649222,494.88071469013397,-1240.1532974153945,122.15850665541389,23.784685575431663,IPPU,28.002586403659024,-85.38968502527035,8.411118551394095,-7.040313233066903,4.31000942324886,3.195992211641579,0.7516614517580612,5.458001320909748,1.329232696810571,9.719025286702303,0.009004814717797205,3.4010960718410623,5.160993961153693,34.07458452155921,1.6376739988063909,9.002824238031595,320.00701276697237,22.033806693896743,1560.160310182367,-1038.725751022679,-71.5205651529665,Reduce cement clinker
Remove TX:IPPU:DEC_DEMAND from Unconstrained Cliamte Action,7115,152152,iran,IPPU:DEC_DEMAND,-14167.105785115153,51.54406956452256,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,1.814542404529302,0.13078102655591245,19.305052027,74.95546654108796,-117.37889356753641,494.88071469013397,-1261.3627245455166,121.94581286726506,23.784685575431663,IPPU,28.706944517422944,-89.03460902160998,8.607672923243713,-8.285312141232263,3.6382921357641007,0.1280813761153512,0.7705682353928821,5.595288193625714,1.3626673167982617,9.963491073536586,0.009231315735167247,3.4866449414832905,5.290810111677211,34.93167356808238,1.678866942634207,9.229275188220234,227.80120543242614,16.079586676889807,1489.1639299779426,-1060.1478719409502,-74.83164790474056,Demand management
Remove TX:IPPU:DEC_HFCS_HIGHER from Unconstrained Cliamte Action,7116,153153,iran,IPPU:DEC_HFCS,-14415.908132375916,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.1532974153945,179.19166733133613,23.784685575431663,IPPU,28.211494968699842,-86.0267203444645,12.430133827566447,-7.092836300534915,4.342163520407745,3.2198353715979904,0.7572690950314253,5.498719817676645,1.3391492127813867,9.791532432898453,0.009071993616704474,3.4264693744957575,5.199496684690262,34.32879220274079,1.649891589001938,9.069988287300847,377.04017344289423,26.154451733506814,1617.193470858289,-981.6925903467571,-68.09786669922141,Reduce use of HFCs
Remove TX:IPPU:DEC_N2O from Unconstrained Cliamte Action,7117,154154,iran,IPPU:DEC_N2O,-14466.40609602513,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1239.3733200955749,179.19166733133613,23.784685575431663,IPPU,28.113016947416394,-85.67250994261194,12.386743890769928,-7.068077297690896,4.327006306227732,3.2085958744850145,0.7546256916194282,5.479525406042747,1.3344746372289633,9.757353076561813,0.00904032595848713,3.414508578927743,5.181346772899119,34.20896049822009,1.6441323033207864,9.038327629097926,377.82015076271387,26.11707069847333,1617.193470858289,-980.9126130269373,-67.80624064579925,Reduce Nitrous Oxide emissions
Remove TX:IPPU:DEC_OTHER_FCS from Unconstrained Cliamte Action,7118,155155,iran,IPPU:DEC_OTHER_FCS,-14526.40435139586,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.1532974153945,179.19166733133613,23.784685575431663,IPPU,27.996902048694693,-85.37235143783029,12.335583052534083,-7.038884092240424,4.309134517513076,3.195343444633692,0.7515088690486214,5.456893379791146,1.3289628706463037,9.717052383598265,0.009002986795100849,3.4004056699952674,5.1599463107252275,34.06766758785565,1.637341560931158,9.000996719390539,377.04017344289423,25.9555058720821,1617.193470858289,-981.6925903467571,-67.57987500550507,Reduce other fluorinated compounds
Remove TX:IPPU:DEC_PFCS from Unconstrained Cliamte Action,7119,156156,iran,IPPU:DEC_PFCS,-14484.981286680297,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.121799427346,179.19166733133613,23.784685575431663,IPPU,28.076965492509068,-85.61431836765323,12.370859429146263,-7.059013365831294,4.321457457698794,3.204481248520068,0.7536579778324585,5.472498594816511,1.3327633391388647,9.744840482302987,0.009028732862511357,3.410129895476795,5.174702338760593,34.16509175232438,1.6420239077079744,9.026737095731567,377.0716714309426,26.031906011344308,1617.193470858289,-981.6610923587085,-67.77096034369045,Reduce use of PFCs
Remove TX:LNDU:DEC_DEFORESTATION_LOWER from Unconstrained Cliamte Action,7120,157157,iran,LNDU:DEC_DEFORESTATION,-12971.443829729613,62.59382732811288,49.39566772113041,406.79326284944625,8.358992140531768,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13057693493282022,19.399444349,74.95546654108796,-102.29052154904225,494.88071469013397,-1240.0679867491851,179.202934025022,23.784686279731325,LNDU,31.36067720673511,-95.59984247143242,13.81518791410882,-7.8858238829666565,4.825509646401301,3.5783873813605105,0.6444149356275638,6.1110421305315645,1.4955501179088384,10.881890549788217,0.01006649195315847,3.8080315784060295,5.778498332567685,38.15155206977831,1.833619032078645,10.079997232981897,374.7289051558323,28.888758265828567,1614.7968919050177,-981.5960129868619,-75.67361242679205,Stop deforestation
Remove TX:LNDU:DEC_SOC_LOSS_PASTURES_LOWER from Unconstrained Cliamte Action,7121,158158,iran,LNDU:DEC_SOC_LOSS_PASTURES,-14526.40435139586,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.1532974153945,179.19166733133613,23.784685575431663,LNDU,27.996902048694693,-85.37235143783029,12.335583052534083,-7.038884092240424,4.309134517513076,3.195343444633692,0.7515088690486214,5.456893379791146,1.3289628706463037,9.717052383598265,0.009002986795100849,3.4004056699952674,5.1599463107252275,34.06766758785565,1.637341560931158,9.000996719390539,377.04017344289423,25.9555058720821,1617.193470858289,-981.6925903467571,-67.57987500550507,Expand sustainable grazing practices
Remove TX:LNDU:INC_REFORESTATION from Unconstrained Cliamte Action,7122,159159,iran,LNDU:INC_REFORESTATION,-14389.72770804778,62.59478285627161,49.39566772113041,406.747612207849,8.216594272086322,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13062623300026313,19.313920639,74.95546654108796,-102.26552980667928,494.88071469013397,-1239.7651189217424,179.1977251931116,23.784685697338208,LNDU,28.26652598717113,-86.15625980388607,12.453169985481466,-7.10684259504681,4.349962982361651,3.225693484969242,0.5710041523225632,5.508724094408567,1.3422019534253071,9.809346979435885,0.009077741820452062,3.432703434235574,5.208956559974893,34.39124941977608,1.6528933819947187,9.08649006876819,374.77898791751807,26.044897827212843,1614.5441068392606,-981.2983539913295,-68.19436572399604,Increase Reforestation
Remove TX:LNDU:INC_SILVOPASTURE from Unconstrained Cliamte Action,7123,160160,iran,LNDU:INC_SILVOPASTURE,-14332.258652695102,62.603018866991505,49.39566772113041,406.6718733841917,6.995132712671133,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13422808532958258,18.572987423,74.95546654108796,-102.3091512064024,494.88071469013397,-1238.8861737777922,179.18972604473907,23.784687074603283,LNDU,28.374583744183216,-86.44040020480837,12.50254620621457,-7.13838297825889,4.367979980267754,3.238627772713456,0.48806910914601287,5.530812808935406,1.2958869828592894,9.848680200960521,0.009365452339526521,3.4464677841856997,5.229843275748656,34.52915040694401,1.659521199760842,9.122924800611758,373.5800181546143,26.065676541803455,1612.4661919324064,-980.4274079957519,-68.4070411896584,Expand silvopasture
Remove TX:LSMM:INC_CAPTURE_BIOGAS from Unconstrained Cliamte Action,7125,162162,iran,LSMM:INC_CAPTURE_BIOGAS,-14526.40435139586,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.1532974153945,179.19166733133613,23.784685575431663,LSMM,27.996902048694693,-85.37235143783029,12.335583052534083,-7.038884092240424,4.309134517513076,3.195343444633692,0.7515088690486214,5.456893379791146,1.3289628706463037,9.717052383598265,0.009002986795100849,3.4004056699952674,5.1599463107252275,34.06766758785565,1.637341560931158,9.000996719390539,377.04017344289423,25.9555058720821,1617.193470858289,-981.6925903467571,-67.57987500550507,Increase biogas capture at anaerobic decomposition facilities
Remove TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_LOWER from Unconstrained Cliamte Action,7126,163163,iran,LSMM:INC_MANAGEMENT_CATTLE_PIGS,-14519.2246945245,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13101289952715595,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1241.3434545539055,179.19166733133613,23.784685575431663,LSMM,28.01074632443254,-85.4965386011308,12.341682913614045,-7.042364772070292,4.311265354930306,3.1969235200165924,0.7518804850218618,5.459591776081223,1.3296200336565032,9.721857399250483,0.009023408775853135,3.4020871472399308,5.162497868729534,34.08451381544936,1.6381512150852904,9.005447650435766,375.8502481773545,25.886385539518194,1617.1937027312601,-982.8827474852682,-67.69526391143555,Improve manure management for cattle and pigs
Remove TX:LSMM:INC_MANAGEMENT_OTHER_LOWER from Unconstrained Cliamte Action,7127,164164,iran,LSMM:INC_MANAGEMENT_OTHER,-14515.711347904213,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.12459270006361968,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.1739251703689,179.19166733133613,23.784685575431663,LSMM,28.017525975706388,-85.43666207232937,12.344670063806962,-7.044069288499268,4.312308842858723,3.197697295422783,0.7520624683017438,5.460913202076472,1.329941851577758,9.724210453401115,0.008583299645291476,3.402910579939452,5.1637473868554205,34.09276354627878,1.6385477091252376,9.007627306555161,377.01335736142755,25.97277862072264,1617.1872825317967,-981.7132181017313,-67.63107880644594,Improve manure management for other animals
Remove TX:LSMM:INC_MANAGEMENT_POULTRY_LOWER from Unconstrained Cliamte Action,7128,165165,iran,LSMM:INC_MANAGEMENT_POULTRY,-14526.40435139586,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1240.1532974153945,179.19166733133613,23.784685575431663,LSMM,27.996902048694693,-85.37235143783029,12.335583052534083,-7.038884092240424,4.309134517513076,3.195343444633692,0.7515088690486214,5.456893379791146,1.3289628706463037,9.717052383598265,0.009002986795100849,3.4004056699952674,5.1599463107252275,34.06766758785565,1.637341560931158,9.000996719390539,377.04017344289423,25.9555058720821,1617.193470858289,-981.6925903467571,-67.57987500550507,Improve manure management for poultry
Remove TX:LVST:DEC_ENTERIC_FERMENTATION_LOWER from Unconstrained Cliamte Action,7129,166166,iran,LVST:DEC_ENTERIC_FERMENTATION,-14485.21043537324,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1206.1113693403174,179.19166733133613,23.784685575431663,LVST,28.07652132913477,-83.26502225987439,12.37066372841541,-7.058901695814938,4.321389094430448,3.2044305552496506,0.753646055344945,5.472412022660329,1.3327422554978277,9.744686323861904,0.009028590032530145,3.4100759489489345,5.174620477590362,34.16455127787603,1.6419979317213698,9.026594297322372,411.0821015179713,28.379435932397552,1617.193470858289,-947.6506622716801,-65.42194650879865,Reduce enteric fermentation
Remove TX:LVST:INC_PRODUCTIVITY from Unconstrained Cliamte Action,7130,167167,iran,LVST:INC_PRODUCTIVITY,-14397.586595946175,62.621715421984334,49.39566772113041,406.42735336293697,7.983494853211289,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.12923464886845062,14.146255955,74.95546654108796,-101.90388742753039,494.88071469013397,-1234.0837076281339,179.1637159664486,23.78468774997638,LVST,28.228852846585536,-85.71462303102979,12.444010304955862,-7.077845078301022,4.349459196141684,3.2239327479648816,0.5545022980073024,5.505717170655572,0.9825435576114583,9.803992571059585,0.008976132771088058,3.4308297013499742,5.206113263607154,34.37247703927504,1.6519912966992167,9.081530230092142,375.09255245004454,26.05246024744568,1609.1762600781785,-975.650951924384,-67.76489555541836,Increase livestock productivity
Remove TX:PFLO:INC_HEALTHIER_DIETS from Unconstrained Cliamte Action,7131,168168,iran,PFLO:INC_HEALTHIER_DIETS,-14262.140559635354,62.5717940668899,49.39566772113041,248.0356591492209,7.15832618747282,130.99066171256575,79.08843663183828,0.0,46.4168509183311,0.11818269191818494,32.152413974,74.95546654108796,-103.00650454745457,494.88071469013397,-1254.536483300227,192.46610891103677,56.316939881286665,PFLO,17.39119440816691,-87.96270644329579,13.494896373112006,-7.22237339596716,4.387265277975194,3.2545500953552415,0.5019110671039299,5.545341269155207,2.2543890827298125,0.0,0.008286462429957047,3.4634119271639916,5.255555169132647,34.69890880831333,3.948701784686838,9.184502225654326,117.00423522923094,8.203834111716429,1371.540718529458,-982.981937757352,-68.92246880102857,Change diets
Remove TX:PFLO:INC_IND_CCS_LOWER from Unconstrained Cliamte Action,7132,169169,iran,PFLO:INC_IND_CCS,-14033.105131947192,62.59623040595204,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,-102.24967650649239,494.88071469013397,-1210.8689378196955,179.19166733133613,23.784685575431663,PFLO,28.98106412813075,-86.28660060866223,12.76921006765607,-7.286318711723677,4.46061151950241,3.3076678669398976,0.7779263108781188,5.648717015369658,1.3756792844835821,10.058631407705933,0.009319464603609485,3.519938549357708,5.341331504062306,35.26523246544407,1.6948982674749884,9.317404571693094,406.32453303859324,28.954713102916294,1617.193470858289,-952.4082307510579,-67.86867352563648,Industrial carbon capture and sequestration
Remove TX:SCOE:DEC_DEMAND_HEAT from Unconstrained Cliamte Action,7133,170170,iran,SCOE:DEC_DEMAND_HEAT,-13906.93508086776,61.576550100948445,49.39566772113041,406.6943197457623,10.916721705460475,130.7521179114546,79.26903973730137,141.15383202784335,46.4168509183311,0.13078102655591245,19.305052027,74.95546654108796,178.13095997860628,494.88071469013397,-1025.1548321578828,179.15121890614196,23.784685575431663,SCOE,29.24399354572852,-73.7153676346863,12.882149651550927,12.808786331624361,4.427758506305346,3.337676536808483,0.7849840127950967,5.699964749699196,1.3881600737144888,10.149887894568046,0.009404015032459046,3.5518730355681103,5.389790496987847,35.58517472127688,1.7102751567563625,9.401936310994556,871.3591464553072,62.65644740472438,1896.5139786131901,-766.7345735144395,-55.133253233436186,Reduce end-use demand for heat energy by improving building shell
